Name
A. Lane
Bernard Stuart
Bernard van Linge
Bernard Wilson
Bernardino de Mendoza
Bernardino Ochino
Bess Hampton
Bess of Hardwick
Bessie Clarksone
Betty Berkeley
Betty Branch
Betty Careless
Betty Germain
Betty Hastings
Bevil Granville
Bevil Grenville
Bevil Higgons
Bevil Skelton
Bevill Grenvile
Bevill Grenville
Bevis Bulmer
Bezaleel Morrice
Billy Marshall
Bishop Aldrich
Bishop Moreton
Bishop Robert
Bishop Robert Aldrich
Bishop Robert Aldrich Bishop of Carlisle
Bishop William
Bishop William Moreton
Blackerby Fairfax
Blanche Arundell
Blanche Killigrew
Blanche Milborne
Blanche Parry
Blanche Somerset
Blanche Stanney
Blanche Twyforde
Blandina Godwyn
Bloody Mary
Bloshier Tovey
Bodenham Rewse
Bonaventure Giffard
Bonaventure Ireland
Bonaventure Irland
Bonham Norton
Boyle Godfrey
Brabazon Aylmer
Brampton Gurdon
Brian Annesley
Brian Anslay
Brian Darcy
Brian Duppa
Brian Fairfax
Brian Fitzpatrick
Brian Fitzpatrick First Baron of Upper Ossory
Brian Hygdon
Brian mac Phelim
Brian mac Phelim O'Neill
Brian Melbancke
Brian O'Connor
Brian O'Rourke
Brian Palmes
Brian Tuke
Brian Twyne
Brian Walton
Bridget Bendish
Bridget Bevan
Bridget Bickerdike
Bridget Bishop
Bridget Bostock
Bridget Bostock Cheshire Doctoress
Bridget Bradshaw
Bridget Chaworth
Bridget Copley
Bridget Cotton
Bridget Crane
Bridget Cromwell
Bridget de Vere
Bridget de Vere Countess of Berkshire
Bridget Egerton
Bridget Fleetwood
Bridget Grey
Bridget Hawtrey
Bridget Hussey
Bridget Ireton
Bridget Kingsmill
Bridget Lyte
Bridget Malte
Bridget Manners
Bridget Mill
Bridget Morrison
Bridget of York
Bridget Over
Bridget Paston
Bridget Plantagenet
Bridget Plantagenet of York
Bridget Read
Bridget Robinson
Bridget Skipwith
Bridget Swayne
Bridget Vaughan
Bridget Waldegrave
Bridget Wallop nee. Bennett
Bridget Wallop nee. Bennett Viscountess of Lymington
Bridget Willoughby
Bridget Wiltshire
Briget Masterson
Briget Paget
Brilliana Conway
Brilliana Harley
Brilliana Rawdon
Brook Taylor
Browne Langrish
Browne Willis
Bruen Reeve
Bruen Ryves
Bruno Reeve
Bruno Ryves
Brute Babington
Bryan Arrowsmith
Bryan Bradshaw
Bryan Rigby
Bryan Robinson
Bullen Reymes
Bulstrode Whitelocke
Burchard Kranich
Bussy Mansell
Byron Dauntesey
Cadwaladr Cesail
Cadwallader Colden
Cadwallader Owen
Caesar Clement
Caesar Galliardello
Cahir Mac Art
Cahir Mac Art Kavanagh
Cahir O'Doherty
Caius Gabriel
Caius Gabriel Cibber
Caleb Fleming
Caleb Rotheram
Caleb Threlkeld
Calvach O'Connor
Calvagh O'Donnell
Calybute Downing
Camilla Guicciardini
Captain Henry Avery
Captain John Avery
Captain John Dixwell
Carbery Pryse
Cardell Goodman
Cardinal Pole
Cardinal Reginald
Cardinal Reginald Pole
Cardinal Wolsey
Carew Ralegh
Carew Reynell
Carey Fraizer
Carey Mordaunt
Carola Macaulay
Carola Young
Caroline of Ansbach
Carr Hervey
Carr Scrope
Caryll Molyneux
Casiodoro de Reina
Cassandra Giffard
Cassandra Willoughby
Cassibelan Burton
Cathal MacMhuirich
Cathal O'Connor
Catharina Boevey
Catharina Bovey
Catharina Riches
Catharine Bentley
Catharine Cockburn
Catharine Sedley
Catharine Sedley suo jure Countess of Dorchester
Catharine Trotter
Catherina Boevey
Catherina Bovey
Catherina Riches
Catherine Aske
Catherine Barker
Catherine Barton
Catherine Bassett
Catherine Berkeley
Catherine Blount
Catherine Bray
Catherine Brooke
Catherine Brydges
Catherine Bulkeley
Catherine Butler
Catherine Carey
Catherine Cavenaugh
Catherine Cavendish
Catherine Cecil
Catherine Cibber
Catherine Clifford
Catherine Constable
Catherine Cromwell
Catherine da Costa
Catherine Dammartin
Catherine Darcy
Catherine Daston
Catherine Davies
Catherine de’ Medici
Catherine Dormer
Catherine Dunn
Catherine Edgecumbe
Catherine Fanshawe
Catherine Ferrers
Catherine Finch
Catherine Fitzalan
Catherine Gedding
Catherine Gordon
Catherine Greville
Catherine Grey
Catherine Hapsburg
Catherine Hapsburg of Aragon
Catherine Hastings
Catherine Howard
Catherine Jaqueman
Catherine Jenyn
Catherine Killigrew
Catherine Knollys
Catherine Knyvett
Catherine Laski
Catherine Leigh
Catherine Lucas
Catherine Luttrell
Catherine Manners
Catherine Marney
Catherine Mendes
Catherine Neville
Catherine Nicks
Catherine of Aragon
Catherine of Braganza
Catherine Ogle
Catherine Pakington
Catherine Palmer
Catherine Parr
Catherine Petre
Catherine Pinckney
Catherine Pye
Catherine Seborne
Catherine Sedley
Catherine Seymour
Catherine Shore
Catherine Skipwith
Catherine Soday
Catherine Spelman
Catherine St. John
Catherine Stafford
Catherine Talbot
Catherine Tishem
Catherine Tofts
Catherine Trentham
Catherine Trotter
Catherine Tufton
Catherine Tufton nee. Cavendish
Catherine Tyrrell
Catherine Weston
Catherine Willoughby
Cave Beck
Cave Underhill
Cayowaroco
Cecil Calvert
Cecilia Bodenham
Cecilia Garrard
Cecilia Isabella Finch
Cecilia of Sweden
Cecily Arundell
Cecily Baker
Cecily Bonville
Cecily Bulstrode
Cecily Burbage
Cecily Celles
Cecily Chamberlayne
Cecily Chewne
Cecily Dabridgecourt
Cecily Delves
Cecily Dillon
Cecily Gresham
Cecily Grey
Cecily Hopton
Cecily Legh
Cecily MacWilliam
Cecily More
Cecily of York
Cecily Plantagenet
Cecily Plantagenet of York
Cecily Sherley
Cecily Strangeways
Cecily Sutton
Cecily Tufton
Cecily Unton
Cecily Whaplett
Cecily Wilford
Celia Fiennes
Cesar Calandrini
Cesare Adelmare
Cesare Morelli
Chaloner Chute
Chaloner Ogle
Charles Aleyn
Charles Allen
Charles Aloysius
Charles Aloysius Ramsay
Charles Alston
Charles Ashton
Charles Baillie
Charles Bailly
Charles Bansley
Charles Bateman
Charles Beauclerk
Charles Beaufort
Charles Beckingham
Charles Berkeley
Charles Bernard
Charles Bertheau
Charles Bertie
Charles Best
Charles Blake
Charles Blount
Charles Boit
Charles Bonython
Charles Booth
Charles Boyle
Charles Bran
Charles Brandon
Charles Brandon Duke of Suffolk
Charles Bridgeman
Charles Bridgman
Charles Brown
Charles Butler
Charles Cadogan
Charles Caesar
Charles Calthorpe
Charles Calvert
Charles Carroll
Charles Cathcart
Charles Cavendish
Charles Chauncy
Charles Chester
Charles Cheyne
Charles Christian
Charles Christian Reisen
Charles Churchill
Charles Clinton
Charles Cobbe
Charles Coffey
Charles Coleman
Charles Collins
Charles Coote
Charles Cornewall
Charles Cornwall
Charles Cornwallis
Charles Cotterell
Charles Cotton
Charles Craven
Charles Croke
Charles Danvers
Charles Darby
Charles Dartiquenave
Charles Daubuz
Charles Davenant
Charles Davis
Charles de Marguetel de Saint-Denis de Saint-Evremond
Charles de Marillac
Charles de Schomberg
Charles Delafaye
Charles Diodati
Charles Dodd
Charles Douglas
Charles Dryden
Charles Duncombe
Charles Eden
Charles Edwards
Charles Erskine
Charles Este
Charles Eyston
Charles Fairfax
Charles Fairholm
Charles Ferme
Charles Fitzcharles
Charles Fitzgeffrey
Charles Fitzgeffry
Charles FitzRoy
Charles Fleetwood
Charles Forman
Charles Gataker
Charles George
Charles George Boratzi
Charles George Borodzycz
Charles George Borosky
Charles George Cocke
Charles Gerard
Charles Gibbon
Charles Gildon
Charles Goodall
Charles Gookin
Charles Gray
Charles Hamilton
Charles Hardy
Charles Hardy the elder
Charles Hart
Charles Hatton
Charles Haward
Charles Hay
Charles Hay of Linplum
Charles Hayes
Charles Hedges
Charles Herle
Charles Hickman
Charles Hitchen
Charles Hoole
Charles Hope
Charles Hopkins
Charles Hotham
Charles Howard
Charles Howe
Charles Hulett
Charles I
Charles II
Charles Ingleby
Charles Jarvis
Charles Jennens
Charles Jervas
Charles Johnson
Charles Kemeys
Charles Killigrew
Charles King
Charles Knapton
Charles Lambart
Charles Lazenby Calvert
Charles Le Cene
Charles Leadbetter
Charles Leigh
Charles Lennox
Charles Leslie
Charles Lewis
Charles Lloyd
Charles Longland
Charles Lucas
Charles Lyttelton
Charles Mackie
Charles Maitland
Charles Marescoe
Charles Marie de Veil
Charles Marshall
Charles Mason
Charles Mastertown
Charles Merbury
Charles Middleton
Charles Mohun
Charles Molloy
Charles Montagu
Charles Moore
Charles Mordaunt
Charles Morgan
Charles Morton
Charles Mosley
Charles Murray
Charles Needham
Charles Neville
Charles O'Brien
Charles of Linplum
Charles O'Hara
Charles O'Kelly
Charles Owen
Charles Paget
Charles Palmer
Charles Parkin
Charles Paulet
Charles Perry
Charles Peters
Charles Pinckney
Charles Porter
Charles Potter
Charles Povey
Charles Powlett
Charles Preston
Charles Quarles
Charles Radcliffe
Charles Rivington
Charles Robson
Charles Sackville
Charles Saltonstall
Charles Scarburgh
Charles Sedley
Charles Sergison
Charles Seton
Charles Seymour
Charles Seymour duke of Somerset
Charles Shadwell
Charles Snell
Charles Somerset
Charles Speke
Charles Spencer
Charles Stanhope
Charles Stuart
Charles Stuart I
Charles Stuart II
Charles Talbot
Charles the elder
Charles Tottenham
Charles Trimnell
Charles Trumbull
Charles Turnbull
Charles Vane
Charles Viner
Charles von Schomberg
Charles Wager
Charles Wheatly
Charles Whitefoord
Charles Whitworth
Charles William de Hamilton
Charles Wills
Charles Wilmot
Charles Wogan
Charles Worsley
Charles Wriothesley
Charles Young
Charlotte Addison
Charlotte Butler
Charlotte Clayton
Charlotte de La Tr_moille
Charlotte Dyve
Charlotte Fitzroy
Charlotte Fitzroy Countess of Lichfield
Charlotte Fitzroy Lee
Charlotte Lee
Charlotte Stanley
Charlwood Lawton
Cheney Culpeper
Cheshire Doctoress
Chevalier de St George
Chewning Blackmore
Christabel Cowper
Christian Anderson
Christian Bruce
Christian Carkett
Christian Cavenaugh
Christian Cavendish
Christian Coke
Christian Dabaridgecourt
Christian Davies
Christian Fletcher
Christian Frederick
Christian Frederick Zincke
Christian Gresham
Christian Holcroft
Christian Knyvett
Christian Lilly
Christian Mildmay
Christian North
Christian Raue
Christian Ravis
Christian Richter
Christian Shaw
Christiana Bruce
Christiana Cavendish
Christiana Horton
Christina Duke
Christina of Denmark
Christine Baldry
Christine Hogg
Christopher Angelus
Christopher Bagshaw
Christopher Bainbridge
Christopher Barker
Christopher Bassnett
Christopher Beeston
Christopher Bennet
Christopher Blackwood
Christopher Blount
Christopher Borough
Christopher Brooke
Christopher Bullock
Christopher Carleill
Christopher Carlile
Christopher Cartwright
Christopher Cat
Christopher Clitherow
Christopher Codrington
Christopher Cooper
Christopher Dacre
Christopher Danby
Christopher Dauntesey
Christopher Dauntesey Sheriff of Lancaster County
Christopher Davenport
Christopher Elderfield
Christopher Feake
Christopher Fleming
Christopher Fowler
Christopher Fulwood
Christopher Galloway
Christopher Garneys
Christopher Gibbons
Christopher Goodman
Christopher Goodwin
Christopher Gray
Christopher Grene
Christopher Hales
Christopher Hampton
Christopher Harvey
Christopher Hatton
Christopher Heydon
Christopher Hoddesdon
Christopher Holywood
Christopher Hunter
Christopher Hutchinson
Christopher � Sacro Bosco
Christopher Irvine
Christopher Jeffreys
Christopher Johnson
Christopher Jones
Christopher Langton
Christopher Layer
Christopher Lever
Christopher Love
Christopher Love Morley
Christopher Lowther
Christopher Maire
Christopher Marley
Christopher Marlowe
Christopher Meidel
Christopher Merret
Christopher Merrett
Christopher Mickleton
Christopher Middleton
Christopher Milton
Christopher Monck
Christopher Mont
Christopher Morris
Christopher Musgrave
Christopher Myngs
Christopher Ness
Christopher Nevinson
Christopher Nevynson
Christopher Newport
Christopher Newstead
Christopher Nugent
Christopher Ocland
Christopher Packe
Christopher Perkins
Christopher Pinchbeck
Christopher Pitt
Christopher Plunket
Christopher Rawlinson
Christopher Rich
Christopher Richardson
Christopher Saxton
Christopher Schütz
Christopher Schutz
Christopher Sherland
Christopher Sibthorp
Christopher Simpson
Christopher St German
Christopher St Lawrence
Christopher Sutton
Christopher Tancred
Christopher Taylor
Christopher Terne
Christopher Towneley
Christopher Turnor
Christopher Tye
Christopher Urswick
Christopher Villiers
Christopher Vitell
Christopher Vittels
Christopher Vratz
Christopher Wase
Christopher Watson
Christopher White
Christopher Wray
Christopher Wren
Christopher Wright
Christopher Wyvill
Christopher Yelverton
Chrysogna Baker
Cicely Johnson
Cipriano de Valera
Claud Hamilton
Claude Du Bosc
Claude Duval
Claude Groteste de La Mothe
Claude Nau de la Boisselliere
Claude of France
Claudius du Puy
Claudius Gilbert
Claudius Gilbert the elder
Claudius Hollyband
Claudius the elder
Claver Morris
Clemence Tresham
Clement Adams
Clement Barksdale
Clement Corbet
Clement Cottrell
Clement Edmondes
Clement Ellis
Clement Heigham
Clement Little
Clement Paston
Clement Reyner
Clement Robinson
Clement Smith
Clement Spelman
Clement Walker
Clement Wearg
Clement Writer
Clifton Wintringham
Clopton Havers
Clotworthy Upton
Cloudesley Shovell
Colen Campbell
Colen Campbell of Boghole and Urchany
Colen of Boghole and Urchany
Colin Campbell
Colin Campbell of Achnaba
Colin Campbell of Glenorchy
Colin Lindsay
Colin Mackenzie
Colin Mackenzie of Kintail
Colin MacLaurin
Colin of Achnaba
Colin of Glenorchy
Colin of Kintail
Colley Cibber
Colonel Pride
Colonel Thomas Pride
Colubra Flambert
Compton Holland
Conall Mag Eochag�in
Conall Mageoghegan
Conchobhar Mac an Bhaird
Conchobhar Mac Bruadan]
Conchobhar Mac Bruaideadha
Conn Bacach
Conn Bacach O'Neill
Connor [Constantine; O'Mahony
Connor Maguire
Connor Mahony
Connor Mahun
Connor Marullus
Connor O'Mahony
Conor O'Brien
Conor O'Devany
Constance Browne
Constance Chamberlain
Constance Fowler
Constance Goring
Constance Kingsmill
Constance Pakenham
Constance Talbot
Constant Overton
Constantia Munda
Constantijn Huygens
Constantine Jessop
Constantine Mahony
Constantine Mahun
Constantine Marullus
Constantine O'Mahony
Constantine Overton
Constantine Phipps
Conyers Clifford
Conyers Middleton
Coplestone Bampfylde
Corbet Owen
Cordell Annesley
Cordell Onslow
Cormac mac an Ghiolla Choluim O hUiginn
Cormac Oge Laidhir
Cormac Oge Laidhir MacCarthy
Cornelio Vitelli
Cornelis Drebbel
Cornelis Govertszoon
Cornelis Govertszoon Ketel
Cornelius Agrippa
Cornelius Burges
Cornelius Burgess
Cornelius Cure
Cornelius Evans
Cornelius Fermedo
Cornelius Holland
Cornelius Johnson
Cornelius Maguire
Cornelius Nary
Cornelius Vermuyden
Cosmo Manuche
Cotton Mather
Count Hendrik Trajectinus van Solms
Countess of Arundel
Countess of Castlehaven
Countess of Lichfield
Countess of Newport
Countess of Portland
Countess of Portmore
Countess of Salisbury
Cox Macro
Cresacre More
Cressy Dymock
Creswell Levinz
Cromwell Mortimer
Cu Choigcriche O Cleirigh
Curtis Barnett
Cuthbert Baillie
Cuthbert Burbage
Cuthbert Burby
Cuthbert Constable
Cuthbert Cunningham
Cuthbert Mayne
Cuthbert Parkinson
Cuthbert Scott
Cuthbert Sydenham
Cuthbert Tunstal
Cuthbert Tunstall
Cuthbert Vaughan
Cyprian Lucar
Cyril Tourneur
Cyril Wyche
Dabridgcourt Belchier
Dafydd ab Edmwnd
Dafydd ab Ieuan ab Iorwerth
Dafydd ab Owain
Daibhi O Bruadair
Dainty Dave
Dalby Thomas
Damaris Addersell
Damaris Aderson
Damaris Cudworth
Damaris Dry
Damaris Masham
Damaris Page
Damascin Stradling
Dame Periam
Dame Peryam
Daniel Arthur
Daniel Axtell
Daniel Bacheler
Daniel Bachiler
Daniel Baker
Daniel Bellamy
Daniel Bellamy the elder
Daniel Blagrave
Daniel Brevint
Daniel Bull
Daniel Burgess
Daniel Campbell
Daniel Cargill
Daniel Cawdrey
Daniel Cawdry
Daniel Colwall
Daniel Cotton
Daniel Coxe
Daniel Day
Daniel Defoe
Daniel Dominic
Daniel Dominic O'Daly
Daniel Dulany
Daniel Dun
Daniel Duncan
Daniel Dyke
Daniel Elfrith
Daniel Fairclough
Daniel Farrant
Daniel Featley
Daniel Finch
Daniel Fleming
Daniel Garrett
Daniel Gookin
Daniel Halsworth
Daniel Henstridge
Daniel Hoechstetter
Daniel Kenrick
Daniel King
Daniel Langhorne
Daniel Lombard
Daniel Mace
Daniel Malden
Daniel Marot
Daniel Mayo
Daniel Mijtens
Daniel Mytens
Daniel Neal
Daniel Norcombe
Daniel Norcum
Daniel O'Brien
Daniel O'Domhnaill
Daniel O'Donnell
Daniel O'Mahony
Daniel O'Neill
Daniel Oxenbridge
Daniel Parke
Daniel Parker
Daniel Price
Daniel Pulteney
Daniel Purcell
Daniel Quare
Daniel Rogers
Daniel Scargill
Daniel Scott
Daniel the elder
Daniel Turner
Daniel Tuvell
Daniel Tuvill
Daniel Waterland
Daniel Whistler
Daniel Whitby
Daniel Williams
Daubeney Turberville
David Abercromby
David Avyes
David Avys
David Baker
David Bandinel
David Barclay
David Barclay of Ury
David Beaton
David Betoun
David Black
David Borthwick
David Brook
David Browne
David Buchanan
David Cairnes
David Calderwood
David Carnegie
David Carnegie of Colluthie and Kinnaird
David Casley
David Chalmers
David Chalmers of Ormond
David Chambers
David Chambers of Ormond
David Clapham
David Clarkson
David Colville
David Colyear
David Cranston
David Crawford
David Crosley
David Culy
David Cunningham
David Dalrymple
David de la Hyde
David Des Granges
David Dick
David Dickson
David Dolben
David Durand
David Edwardes
David Erskine
David Falconer
David Ferguson
David fitz David
David fitz David Barry
David fitz James
David fitz James Barry
David Forrester
David Foulis
David Gregorie
David Gregory
David Gwyn
David Hackston
David Hackston of Rathillet
David Halkerstoune of Rathillet
David Hall
David Hamilton
David Hendrikszoon
David Hendrikszoon Beck
David Home
David Home of Crossrig
David Hughes
David Hume
David Hume of Godscroft
David Humphreys
David Jenkins
David Jenner
David Jennings
David Johns
David Jones
David Kemeys
David Kennedy
David Le Marchand
David Leech
David Leslie
David Lewis
David Lindsay
David Lloyd
David Loggan
David Lyndsay
David MacGill
David MacGill of Cranstoun Riddel
David Malcolm
David Malcolme
David Melville
David Middleton
David Mitchell
David Moysie
David Murray
David Murray of Gorthy
David Nairne
David Nieto
David of Colluthie and Kinnaird
David of Cranstoun Riddel
David of Crossrig
David of Godscroft
David of Gorthy
David of Ormond
David of Rathillet
David of Ury
David Owen
David Panter
David Papillon
David Paton
David Pole
David Powel
David Powell
David Ramsay
David Ramsey
David Riccio
David Rizzio
David Rothe
David Rowland
David Scougall
David Sinclair
David Smith
David Stokes
David Thomas
David Thomas Morgan
David Wemyss
David Whitehead
David Whitford
David Wilkins
David Willaume
David Williams
David Williamson
David Wolfe
David Yale
Davis Mell
Day Sisters
D'blossiers Tovey
Dean Aldrich
Dean Goodman
Dean Nowell
Deb Wells
Deb Willett
Deborah Churchill
Deborah Dunch
Deborah Miller
Deborah Moody
Deborah Wells
Deborah Willett
Degory Nicholls
Degory Wheare
Delarivier Manley
Delariviere Manley
Denis Bond
Denis Granville
Denis Grenville
Denis Hayford
Denis Hempson
Denis Papin
Denis Sheridan
Denise Bodley
Denise Champion
Dennis Delane
Dennis Delany
Dennis Hollister
Denzil Holles
Dermod Meara
Dermod O'Meara
Dermot Meara
Dermot O'Hurley
Dermot O'Meara
Derrick Gerarde
Desiderius Erasmus
Diagory Wheare
Diana Astry
Diana Cecil
Diana Covert
Diana Goring
